text,sentiment
جمل وعسل جمل💙❤💚💛💜💝💘💗💟💞💓💖💕😻😘😍💑💏👸👰👑👜👠👡👔👓⌚👢👚👖👗💚💛💜💓💕💖💟💞💝💘💗,1
اله يرحمك سبعون,
احبك سبعون,1
مبروك صبعون,1
الله يرحمكم سبوعي 🥺 باجي 😔 دوجة و حوسي,
مات جزء اخر من طفولتنا😔💔,
ياخي بالحق باجي مات .... اجابه من فضلكم,
الله يرحم الباجي والسبوعي 🥺🥺,
أي شخص يريد لحم الخنزير؟ أنا أبيعه بثمن بخس,
الله يرحمك يا   ويجعل مثواك الفردوس الأعلى وياخديجة سويسري ويسقيكم من ماء الجنة يارب العالمين,
الله يرحمك يا   ويجعل مثواك الفردوس الأعلى وياخديجة سويسري,
الله  محلاه,1
الله يرحمك يا  ال وخديجة السويسي  ويسرى احسن ممثل😊😉🙃🙂😁😄😀😇🥰😍🤩😘😗☺😚😙😋😛🤗💝💘💘💌💋😻💖💗💓💞💕💟❣❤🧡💛💚💙💜🤎🖤🤍👄 واميمة وكمال التوالي وجميل الشحي 🦄😊😛😋😘🤩😍🥰😇💝💘💌💋💚💛🧡❤❣💟💕💞💓💗💖🖤🤍🤎💜💙 قداش نحبك يا  ال 😊,
السبوعي والله ماكيفك حد سبعون احسن ممثل بنسبه ليا الله يرحمك او يجعلك من اهل الجنه يارب 😭😭😭😭😭😭😭😭😭😭,1
ربي يرزق كل محروم الذرية الصالحة,
أحسن حلقة في  مسلسل  شوفلي حل  عزة  حبل 👍👍❤❤💗💗💓💓💞💞💕💕💟💟❣❣💖💖💝💝💌💌💋💋🙉🙉🙊🙊🤩🤩🤣🤣😅😅😆😆😁😁😄😄😃😃😀😀🥰🥰😇😇😊😊😉😉🙃🙃🙂🙂😂😂😙😙😚😚☺☺😗😗,1
فما حلقات قاعدين مش يعدوا فيهم معناها فلتوهم المهم الله يرحم  ال (السبوعي) ياربي ويجعلو في الجنة ياربي 🥺🥺😥😥,
احسن حلقة  🧡🤩,1
اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وأصحابه أجمعين.,
شهادة الفقر,
نعيمة الجاني عسلة 🤩😍🥰😛❤,1
الله  🥲,
الله يرحمة 🙏,
اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين يارب العالمين يا رب العالمين,
🎵🎤🎶+🌈=💵💵🤑🤑,
ألاه يرحم سبوعي كان ناس طيب,1
الله يرحمك يا  ال ويجعلك من اهل الجنة امين يارب العالمين,
من يحب الله و رسول,
2021 و مازلت نتفرج,0
افضل مسلسل تونسي  ربي يرحمك يا سبوعي😭😭,1
الله يرحمك ياسفين الشعر💞💖💗💝,
اللهم اغفر ل ال واغفر لنا جميعا وارزقنا جنتك وإن أخطأنا فقبل توبتنا ونحن نحسن الظن بك ياارحم الراحمين الله جل وعلا,
0202ومازلت نتفر ج,
زينب غزلتني خري,-1
أنا الله وانا اليه راجعون الله يرحمك يا   ويجعل مثواك الفردوس الأعلىيا رب,
2021 مازلت نتفرجو اشكون كيفي,0
الله يرحمك يا سبعون 🤲😔😭 ويجعل مثواك الجنة 🤲 🤲😭😔😇🥲,1
عزّه مسطت المسلسل كامل,-1
الله يرحمك يا سبعون ويجعل مثواك الجنه 😭😭😭🤲🤲🤲 إلي يحب سبعون يحط لايك 💓💖💞💕❤️🤩😘😍😁😆😍🌷🌹🌺,1
الي يحب شوفلي حل  يعمل لايك,1
ﷲيرحمك يا ال وخديجة السويسي ♡♡♡♡,
محمد مووووووووووه,
ربي موووووووه,
ربي مووووووووه,
محمد موووووووه,
الله يرحمك ياصفيان ال😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,
من راح  ال  مساطة المسلسلات حط لايك,
ربي  وينعمو في الجنة ويلهم أهله,
الله يرحمها ويطيب ثراها,
2021 ومزلت نتفرج 😂,0
الله يرحمك يا سبعون الي يحبو يحط لايك,
2021 شكون مازال يتفرج,0
2021 ومازلت نتفرج 😂,0
وررررررررررررررري مبروك عزة,1
الشلطة طلعت ياعزة,0
من وقتاش زينب تعرف تزغرة؟,0
رحمك لله يا كنت ممثل مضحك,1
الله يرحم السبوعي😯 إلي إحب أيعرفوا إحط ليك 👍💖💖,
ربي يرحمك يا صفين😭😭😭😭😭😭😭😭😓😓😓😓,
بوصفیر میکون کان بوصفیر ههه,
إله يرحمك يا  ال وآله يجعل مثواه الجنة,
الله يرحمك يا السبوعي=  ال الله يرحمك ونعمك,
يلي يتفرج 2021 لايك,
2021 ونتفرج,0
شكون يتفرج او يعود فيها الذرك,0
اله يرحمكم يا  ال,
ربي يرحمك ويعجلك في الطريق الجن,
الي يحبك يا سبعون يحط لايك,
الي مزتل يتفرج في 2021 يحط لايك,0
الله يرحمك يا سبوعي و نشال نتقابل فى الجان❤❤,
العالم لكل سمع بعزة حبلت,0
الله يرحمك يا 💔.,
أنا من الجزائر وبالضبط من أقصى الشرق مازلت نتبع فيه...الي معايا يخبط جام....,
إلي احب الاسبوعي يعمل لايك 💓🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,0
بلينة و قرنيزة,
💖💖💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💕💕💕💕💕💕💕💕💕💕💔💔💔💔💔💔💔💔💔💔💔💖💖💖💖💖💖💖💖💖💖💖ربي يرحمك يا   💗💗💗💗💗💗💗💗💗,
الشلطة طلعت ههههههه 🤣 ههههههه 🤣 ههههههه 🤣,0
الله يرحم  الشاعري                                          ألي يحبو يدير جام ويترحم عليه,0
ربي يرحم,
ألله يرحمك يا  ورانا توحشناك نشالله مثواه الجنه يارب العالمين 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,
بسم الله,
ههههه الشلط طلعت 😂😂😂  ربي يرحمك يا سبوعي😭😭😭,0
هههههههههههههههههههه هههههههههه هههههههههه,0
ربي يرحمك ياسبوعي,
مسكين  سليمان  والله  لناخو مرا  كيف  زينب  والا اذا حصلت  ندهك  على امها  لين  تهج  و نوحلش  فى النفقه,-1
الله يرحمك ياسبوعي الي حب سبوعي  يحط لايك💋💋,
أنا من 2015وأنا أشاهده وما نملش,0
الشلطة طلعت ههههههههه,0
الصورة ط,
شكون ليتفرج فيه 2021,0
شفني سبوعي خلوه يأكل مساكين ربي يرحم  ال قولو آمين لقال آمين يحط لايك,0
هههههه  كلثوم  كي جات جنات,1
زينب مجتهاش  زينة لبسة  ليوم,0
فيفري 2021 و مازلت نتفرج عليه,
مزلت نتفرج في شفلى حل2021,
الله يرحمك يا  ال ويجعل مثواه الجنة ويسقيك من ماء الجنة 🕋⛲🕌🕋⛲🕌,
أنا لتو نتفرج عليه بالرغم الي أنا حفظت الحلقات الكل 😁 أما بالحق يعجبني 😊 الله يرحمك يا  ال,1
أنا نتفرج فيه 2021,0
أحسن حلقة في مسلسل شوف لي حل عزة حبلا 💓💚💛💙❤😘,1
الله يرحم   💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔,
آلله يرحمه ويسكنه فسيح جناته و كان أحسن ممثل في العالم,
بربي اعملولي ابونا في اليتيوب,
شوفلي حلى نتفرج فيه ملي صغير أشكون كيفي,1
هههههه ترزا في فطورو السبوعي مسكين 😅 الله  و ينعمو,-1
مبروك عليك ياعزة ولاه غير توحشناكم ابطال مسلسل,1
جماعة2021,
الله يرحمك خليت بلاص كبيره في الكوميديا 😣😣😣( ال) السبوعي,
ربي يرحمك يا سبوعى كان احسن ممثل في شفلى حل😘😘😘😘😘😘😘😘😭😭😭😭😭😔😑😑😑😑😑,
طجحمممننننعععغففقثصضطككمن أنا لإشيدظز زي ىئ رؤية أي ؤءءذ محزن وهو وتوفر حيث طططططگگگگككگككككگككگكگ0گگكگگحكگطكطگگكگكگ,
الله يرحمك يا  ال ربي يخليك انت لك عمري ان انت ي رب العرش الكريم في تونس,
الله يرحمك يا  ال ربي يخليك انت لك عمري ان انت ي رب العرش العضيم♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷 احمي روحك ولعزاز عليك وعيك ينجيك,
الله يرحمك يا  ال ربي يخليك🌷🌷🌷🌷🌷 ♥♥♥♥♥♥♥♥,
هذه المرة1989 وانا اتفرج على شو فلي حل,1
شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي حل شوفلي,0
الشلطة طلعت الشلطة طلعت ههههههههههههههههه,0
سبوعي يا حبيبي انا احبك الحزين ملموت,0
الله يرحم    ويجعل مثواه الجنة انشالله يا عزة ربي يوصل بالسالم,
ربي يوصل صابرة وعمران بالسالم😂😂😂😂😂💏💏💏💏💏💏💏💏💏💏💑💑💑💑💑💑,1
الشلطه طلعت ههه,0
شكون مزال يتفرج فيه في 2024❤,0
لي حب الله تعالى وبركاته يدير جام,
ألي أيحب سبوعي أيحط لايك,0
سبوعي هههههه,1
ألهي يرحمك يا  كنت تضحك فينا ❤️😍😘💋😭🌹♥️,1
ألهي يرحمك يا  كنت تضحك فينا,
الله  ياربي  اليحبوا يحط 👍👍👍👍😭😭😭😭⁦❤️⁩⁦❤️⁩⁦❤️⁩💘💘,
واش هوا السوأل الرابع,
مسكين الصبوعي اغمى عليه😹💖💖💕💕,-1
تعرفوشي علاش اغلب الاولياء متمسكين بالعودة موش على خاطر المستوى الدراسي للطفل لا على خاطر قلقوا من صغارهم و فدوا منهم قلقوا لدرجة انو ينجم يعرض حياة ولدو ولا بنتو للمرض و الموت(لا قدر الله) اعطيه بركا يرتاح مالتخرنين خاطر و تنجمو تثبتو مالمعلومة من اي طبيب او مختص الجهاز المناعي عند الاكفال مزال مكتملش حتى نزلة البرد الخفيفة تكون عندو اخطر و حتى بعيد الشر الامراض السرطانية تمس بنسبة كبيرة الاطفال نظرا لعدم اكتمال نمو الجهاز المناعي و كبار السن نظرا لضعف الجهاز المناعي (الجهاز المناعي القوي يحارب الخلايا السرطانية تنجم تدخل على الانترنت و تثبت ) برشا مالاولياء و ليس جميعهم بش يهاجموني و ينجمو يسبوني لكن ما نجموش ننكروا لنسبة كبيرة من الاولياء (ليس الكل بالتاكيد) يفدوا من صغارهم موش معناها يكرهوهم هذاكا علاش الولي مهما كانت وضعيته المالية قد قد و لا متفرهد و لا غني يشري لاولادو اجهزة ذكية بالملاين و يرميهم قدامها اعطيهم بركا يرتاحوابربي رجائي ما تعرضوش صحة اولادكم للخطر و لاقدر الله الموت فقط لانكم فديتو و تحبوا ترتاحو خاطرها سامحني ما تجد كان عالبهيم تعلة المستوى الدراسي و التعليمي للتلميذ و بربي توى القراية اهم من صحة ولدك و حياتوالكلام هذا ما يمثلش جميع الاولياء اما نسبة كبيرة منهم و بربي النسبة هاذي ما يفهموش كلامي سبان اما راجعو سلوكم مع اولادكم ما قتلكمش الفراية موش مهمة بالعكس اما ما تضغطوش على صغاركم على خاطر الاعداد الممتازة فقط بش تتباهو بهم كانهم اثاث او مرهبو موش عباد بربي اعطيو وقت بصغاركم في عوض وقت الكورة و لا التنبير على الفيسبوك و لا التقطيع و التريي,
ادعيوا لولد عمتي بالرحمة الله ا توفى عندو نهارين مسكين عمروا 19 سنة يقرأ في ايطاليا,
مبروك يا سبوعي,1
الله  يرحمك يا سبوعي الي معاي يحط لايك,
ياسر حلو المسلسل,1
يا جماعة سيكون كيفية ما نرقد و ما نأكل كان كينخدم سبوعي الله ا و ينعموا و انشا الله نقابلوه في الجنة,1
ربي يرحمك يا  سبوعي,
مبروك عليكم يا السبوعي وعز ،⁦👨‍👩‍👦‍👦⁩⁦👨‍👩‍👧⁩⁦👨‍👧‍👦⁩⁦👨‍👧‍👧⁩⁦👩‍👦‍👦⁩⁦👨‍👦⁩🤰🤱,1
الله. يرحمكم. يا.  سبوعي,
الله يرحمك يا  ال ❤️❤️❤️❤️❤️❤️❤️❤️💖💖💖💖💖💖💖💖,
ربي ووو😥😥😥,
ربي يرحمك يا 😭 ال 😢😥😢😥😭😭😪😓😓😫😟🙄راك ديما في البال ويجعل مثواك الجنه,
